County,Market Name,Market Location,Address Line 1,City,State,Zip,Contact,Phone,Market Link,Operation Hours,Operation Season,Operating Months,FMNP,SNAP,FCC Issued,FCC Accepted,Latitude,Longitude,Georeference
Kings,Bushwick Hope Ball Field Farmers' Market,Knickerbocker Ave btwn Menahan St & Grove St.,Knickerbocker Ave,Bushwick,NY,10301,Bianca Bockman,7188210254,http://www.riseboro.org,Wed 9am-3pm,May 18-November 23,P/M,Y,Y,N,Y,40.70117,-73.92252,"(40.70117, -73.92252)"
Kings,Bushwick Maria Hernandez Pk Farmers' Market,Knickerbocker Ave @ Starr & Suydam,Knickerbocker Avenue,Brooklyn,NY,11206,Bianca Bockman,7188210254,http://www.riseboro.org,Sat 9am-3pm,May 14-November 26,P/M,Y,Y,N,Y,40.70257,-73.92497,"(40.70257, -73.92497)"
Kings,Carroll Gardens Greenmarket,330 Carroll St. btwn Smith & Court Sts.,Carroll St and Court St,Brooklyn,NY,11231,Siobahn Keys,2127887476,http://www.grownyc.org/greenmarket/brooklyn/carroll-gardens,Sunday  8am-2pm,Year-round,YR,N,Y,N,Y,40.68106,-73.99653,"(40.68106, -73.99653)"
Kings,Cortelyou Greenmarket,Cortelyou Rd. btwn Argyle & Rugby Rds.,1399 Cortelyou Rd,Brooklyn,NY,11226,Siobahn Keys,2127887476,https://www.grownyc.org/farmstands,Sunday  8am-2pm,Year-round,YR,N,Y,N,Y,40.64044,-73.96617,"(40.64044, -73.96617)"
Kings,Fort Greene Park Greenmarket,Washington Park btwn Dekalb Ave. & Willoughby St.,Washington Park and DeKalb Ave,Brooklyn,NY,11205,Siobahn Keys,2127887476,http://www.grownyc.org/greenmarket/brooklyn/fort-greene,Saturday  8am-3pm,Year-round,YR,N,Y,N,Y,40.68962,-73.97313,"(40.68962, -73.97313)"
Kings,Grand Army Plaza Greenmarket,Flatbush Ave. & Prospect Park West,Flatbush Ave and Grand Army Plaza,Brooklyn,NY,11238,Siobahn Keys,2127887476,http://www.grownyc.org/greenmarket/brooklyn-grand-army-plaza,Saturday  8am-4pm,Year-round,YR,N,Y,N,Y,40.67412,-73.9695,"(40.67412, -73.9695)"
Kings,McCarren Park Greenmarket,228 N. 12th St at Union Ave,N 12th Street and Driggs Ave,Brooklyn,NY,11222,Siobahn Keys,2127887476,http://www.grownyc.org/greenmarket/brooklyn/greenpoint-sa,Saturday  8am-2pm,Year-round,YR,N,Y,N,Y,40.72046,-73.95269,"(40.72046, -73.95269)"
Kings,McGolrick Park Farmers' Market,"130 Russell St. Brooklyn, Center Pavillion in McGolrick Park",130 Russell Street,Brooklyn,NY,11222,Dacotah Rousseau,9149234837,http://www.downtoearthmarkets.com,Sun 10am-3pm,May 15-December 18,P/M/X,Y,Y,N,Y,40.72483,-73.94432,"(40.72483, -73.94432)"
Kings,Park Slope Farmers' Market,289 4th Street at 5th Ave.  near PS 51 Brooklyn,289 4th Street,Brooklyn,NY,11215,Dacotah Rousseau,9149234837,http://www.downtoearthmarkets.com,Sun 10am-3pm,May 15-December 18,P/M/X,Y,Y,N,Y,40.6722,-73.98379,"(40.6722, -73.98379)"
Kings,Seeds in the Middle Farm Stand-Brownsville,213 Osborn St Brooklyn,213 Osborn St,Brooklyn,NY,11212,Nancie Katz,9176973745,http://seedsinthemiddle.org,Friday 2pm-5pm,Year-round,YR,N,Y,N,Y,40.66699,-73.90811,"(40.66699, -73.90811)"
Kings,Seeds in the Middle Farm Stand Ocean Hill,2163 Dean Street,2163 Dean Street,Brooklyn,NY,11233,Nancie Katz,9176973745,http://seedsinthemiddle.org,Wednesday 12:30pm-3:00pm,Year-round,YR,N,Y,N,Y,40.67524,-73.91536,"(40.67524, -73.91536)"
Kings,Seeds in the Middle Farm Stand-Parkside Plaza,"Parkside Plaza, Brooklyn NY",Ocean Avenue at Parkside Avenue,Brooklyn,NY,11226,Nancie Katz,9176973745,http://seedsinthemiddle.org,Sunday 10am-2pm,Year-round,YR,N,N,N,Y,40.65487,-73.96188,"(40.65487, -73.96188)"
Kings,Seeds in the Middle Farm Stand-Wyckoff,Wyckoff Street between Bond and Hoyt Streets,Wyckoff Street between Bond and Hoyt Streets,Brooklyn,NY,11217,Nancie Katz,9176973745,http://seedsinthemiddle.org,Saturday 10am-2pm,Year-round,YR,N,N,N,Y,40.68523,-73.98871,"(40.68523, -73.98871)"
Lewis,Colwell's Farm Stand and Garden Center,6007 State Route 12  Glenfield,6007 State Route 12,Glenfield,NY,13343,Michael Colwell,3153767402,http://www.colwellsfarmmarket.com,"Mon-Sat  8am-7pm, Sun 9am-7pm",April 1-November 17,P/M,Y,Y,N,Y,43.71844,-75.41148,"(43.71844, -75.41148)"
Lewis,Harrisville Farmers' Market,"Scenic View lot , State Street",State Street and Main Street,Harrisville,NY,13648,Laura La Platney,3157771689,,Sat 9am-4pm,May 28-October 29,P/M,Y,N,N,Y,44.14849,-75.31571,"(44.14849, -75.31571)"
Lewis,Roads End Orchards,5044 Crofoot Hill Road,5044 Crofoot Hill Road,Constableville,NY,13325,Matthew Swiernik,3157833695,http://www.roadsendorchards.com,"Mon-Thurs  11am-4pm, , Fri-Sun  12pm-7pm",Year-round,YR,N,N,N,Y,43.59227,-75.48159,"(43.59227, -75.48159)"
Livingston,Dansville Farmers' Market,50 Maple St. Dansville,50 Maple St,Dansville,NY,14437,James D Romley,4432992699,,Fri 11am-4pm,May 27-October 14,P/M,Y,N,N,Y,42.56606,-77.70838,"(42.56606, -77.70838)"
Madison,Cazenovia Farmers Market,Emory and Greene St.  Village Green,48 Albany St. Memorial Park,Cazenovia,NY,13035,Anna Marie Newland,3156559243,http://www.cazenoviachamber.com,Sat 9am-2pm,May 7-October 21,P/M,Y,N,N,Y,42.92975,-75.85456,"(42.92975, -75.85456)"
Madison,Cottage Lawn Farmers' Market,"435 Main St. Oneida, Madison Co. Historical Society",435 Main St.,Oneida,NY,13421,Colleen Donahue,3153634136,http://www.mchsfarmersmarket.org,Tue 2pm-6pm,June 7-August 30,P/M,Y,N,N,Y,43.08719,-75.64705,"(43.08719, -75.64705)"
Madison,Village of Hamilton Farmers' Market,Village Green 3 Broad St.,Broad St and Payne St,Hamilton,NY,13346,Kim Taranto,3158241111,http://www.hamilton-ny.gov,Saturday  8am-1pm,May 7-October 22,P/M,N,N,N,Y,42.82684,-75.54436,"(42.82684, -75.54436)"
Monroe,Brightly's Farm Market,525 Drake Rd.  Hamlin,525 Drake Rd.,Hamlin,NY,14464,Betsy Brightly,5856364337,http://www.brightlyfarms.com,"Daily  9am-5pm, Friday  9am-8pm, Sat  9am-6pm",Year-round,YR,N,N,N,Y,43.29471,-77.94344,"(43.29471, -77.94344)"
Monroe,Brighton Farmers' Market,"Brighton High School lot, 1150 Winton Rd. South",1150 Winton Rd South,Rochester,NY,14618,Sue Gardner-Smith,5852698918,http://www.brightonfarmersmarket.org,Sun 9am-1pm,April 24-December 18,P/M/X,Y,Y,N,Y,43.12204,-77.56808,"(43.12204, -77.56808)"
Monroe,Irondequoit Farmers' Market,Town Hall Lawn  1280 Titus Ave. Rochester,1280 Titus Ave,Rochester,NY,14617,Katrina Hall,5853366073,http://www.irondequoit.org,Thursday 4pm-8pm,May 26-October 13,P/M,Y,Y,N,Y,43.21118,-77.58154,"(43.21118, -77.58154)"
Monroe,Partyka Farms Farm Stand,1420 County Line Rd. Kendall,1420 County Line Rd.,Kendall,NY,14470,Lora Partyka,5857520258,http://www.partykafarms.com,Daily  9am-7pm,Year-round,YR,N,Y,N,Y,43.29811,-77.99548,"(43.29811, -77.99548)"
Monroe,Rochester Public Market-Saturday,280 N. Union St. off East Main St.,280 North Union St.,Rochester,NY,14609,Cindy De Coste,5854286907,http://www.cityofrochester.gov/publicmarket,Saturday 5am-3pm,Year-round,YR,N,Y,Y,Y,43.1657,-77.59016,"(43.1657, -77.59016)"
Monroe,Rochester Public Market -Thursday,280 N. Union St. off East Main St.,280 North Union St.,Rochester,NY,14609,Cindy De Coste,5854286907,http://www.cityofrochester.gov/publicmarket,Thursday  6am-1pm,Year-round,YR,N,Y,Y,Y,43.1657,-77.59016,"(43.1657, -77.59016)"
Monroe,Rochester Public Market -Tuesday,280 N. Union St. off East Main St.,280 North Union St.,Rochester,NY,14609,Cindy De Coste,5854286907,http://www.cityofrochester.gov/publicmarket,Tuesday  6am-1pm,Year-round,YR,N,Y,Y,Y,43.1657,-77.59016,"(43.1657, -77.59016)"
Montgomery,Canajoharie WINTER Farmers Market,Moose Lodge 159 Erie Blvd.,159 Erie Blvd.,canajoharie,NY,13317,Janet L. Stanley,5186730292,https://www.facebook.com/canajohariefarmersmarket/,2nd Sunday 10a-12p,Nov-April,X/W/P,N,N,N,Y,42.90518,-74.58031,"(42.90518, -74.58031)"
Montgomery,Damin Farm Stand,8075 State Highway 5  St. Johnsville,8075 State Highway 5,St. Johnsville,NY,13452,Barb Damin,5185682643,,Daily 9am-6pm,Year-round,YR,Y,N,N,Y,43.00497,-74.72233,"(43.00497, -74.72233)"
Montgomery,Haven of Hope Farm Stand,19 Cemetery St. Fonda,19 Cemetery Street,Fonda,NY,12068,Pat Brooking,5185223342,http://www.havenofhopefarm.org,"Thu-Sat 9am-4pm, Sun 12pm-2pm",Year-round,YR,Y,Y,N,Y,42.95627,-74.36841,"(42.95627, -74.36841)"
Nassau,Deep Roots WINTER Farmers Market,"100 Village Square Glen Cove, at Bridge St","100 Village Square,",Glen Cove,NY,11542,Amy Peters,5163185487,https://www.facebook.com/seaclifffarmersmarket/,Saturdays 10-2 PM,"December 4-April 30, 2022",X/W/P,N,N,N,Y,40.8643,-73.63233,"(40.8643, -73.63233)"
New York,79th Street Greenmarket,366 Columbus Ave. btwn W 77th & W 81st Sts.,West 79th St and Columbus Ave,New York,NY,10024,Siobahn Keys,2127887476,http://www.grownyc.org/greenmarket/manhattan/79th-street,Sunday  9am-4pm,Year-Round,YR,N,Y,N,Y,40.78195,-73.97548,"(40.78195, -73.97548)"
New York,82nd Street Saint Stephen's Greenmarket,408 E 82nd St.  btwn 1st & York Aves.,408 East 82nd Street,New York,NY,10128,Siobahn Keys,2127887476,http://www.grownyc.org/greenmarket/manhattan/82nd-street,Saturday  9am-2:30pm,Year-round,YR,N,Y,N,Y,40.77394,-73.9506,"(40.77394, -73.9506)"
New York,97th Street Greenmarket,125 W 97th St. btwn Amsterdam & Columbus Aves.,West 97th St and Columbus Ave,New York,NY,10025,Siobahn Keys,2127887476,http://www.grownyc.org/greenmarket/manhattan/west-97,Friday  8am-2pm,Year-round,YR,N,Y,N,Y,40.79356,-73.96701,"(40.79356, -73.96701)"
New York,Abingdon Square Greenmarket,601 Hudson St. at W 12th St.,Hudson St and W 12 St,New York,NY,10014,Siobahn Keys,2127887476,http://www.grownyc.org/greenmarket/manhattan/abingdon-square,Saturday  8am-2pm,Year-round,YR,N,Y,N,Y,40.73755,-74.00568,"(40.73755, -74.00568)"
New York,Bowling Green Thursday Greenmarket,1 Bowling Green,1 Bowling Green,New York,NY,10004,Siobahn Keys,2127887476,http://www.grownyc.org/greenmarket,Thursday  8am-5pm,Year-round,YR,N,Y,N,Y,40.70445,-74.01423,"(40.70445, -74.01423)"
New York,Bowling Green Tuesday Greenmarket,1 Bowling Green,1 Bowling Green,New York,NY,10004,Siobahn Keys,2127887476,http://www.grownyc.org/greenmarket/manhattan/bowling-green-tu,Tuesday  8am-5pm,Year-round,YR,N,Y,N,Y,40.70454,-74.01418,"(40.70454, -74.01418)"
New York,Bro/Sis Green Youth Market,"Johnny Hartman Plaza (North Corner), Across from 140 Hamilton Place",143rd Street and Amsterdam Ave,Manhattan,NY,10031,Wendy Flores,2122837044,http://brotherhood-sistersol.org/programs/environmental-program,Wed  10:30am-6pm,May 18-November 23,P/M,Y,Y,N,Y,40.82396,-73.94855,"(40.82396, -73.94855)"
New York,Chelsea Farmers' Market,383 W 23rd St.,383 W 23rd Street,New York,NY,10011,Dacotah Rousseau,9149234837,http://www.downtoearthmarkets.com,Sun 9am-2pm,May 14-December 17,P/M/X,Y,Y,N,Y,40.74633,-74.00081,"(40.74633, -74.00081)"
New York,Columbia Sun Greenmarket,2910 Broadway btwn W114th & W115th Sts.,Broadway and West 115th St,New York,NY,10027,Siobahn Keys,2127887476,http://www.grownyc.org/greenmarket,Sunday  8am-3pm,Year-round,YR,N,Y,N,Y,40.8073,-73.9643,"(40.8073, -73.9643)"
New York,Columbia Thu Greenmarket,Broadway btwn W 114th &  W 115th Sts.,Broadway and West 115th St,New York,NY,10027,Siobahn Keys,2127887476,http://www.grownyc.org/greenmarket/manhattan/columbia-th,Thursday  8am-5pm,Year-round,YR,N,Y,N,Y,40.80731,-73.9643,"(40.80731, -73.9643)"
New York,Dag Hammarskjold Plaza Greenmarket,245 E 47th St. btwn 1st & 2nd Aves.,East 47th St and Second Ave,New York,NY,10017,Siobahn Keys,2127887476,http://www.grownyc.org/greenmarket/manhattan/dag-hammarskjold,Wednesday  8am-4pm,Year-round,YR,N,Y,N,Y,40.75298,-73.96989,"(40.75298, -73.96989)"
New York,Inwood Greenmarket,"620 Isham St., Isham Park, btwn Seaman Ave. & Cooper St.",Isham St and Seaman St,New York,NY,10034,Siobahn Keys,2127887476,http://www.grownyc.org/greenmarket/manhattan/inwood,Saturday  8am-3pm,Year-round,YR,N,Y,N,Y,40.86988,-73.9209,"(40.86988, -73.9209)"
New York,Morningside Park Farmers' Market,237 Manhattan Ave,237 Manhattan Ave.,New York,NY,10025,Dacotah Rousseau,9149234837,http://www.downtoearthmarkets.com,Sat 9am-2pm,May 14-December 17,P/M/X,Y,Y,N,Y,40.80173,-73.95915,"(40.80173, -73.95915)"
New York,Soul to Soul Community Farm Stand,Adam Clayton Powell Jr. Blvd between 110th and 111th St.,1800 Adam Clayton Powell Jr. Blvd,New York,NY,10026,Marlow White,6464984764,,Thu/Fri 11am-5pm,Year-round,YR,Y,Y,N,Y,40.79967,-73.95481,"(40.79967, -73.95481)"
New York,Tompkins Square Greenmarket,Tompkins Square Park 111 Ave at E 7 St.,Avenue A and East 7th St,New York,NY,10009,Siobahn Keys,2127887476,http://www.grownyc.org/greenmarket/manhattan/tompkins-square,Sunday  9am-5pm,Year-round,YR,N,Y,N,Y,40.72602,-73.98353,"(40.72602, -73.98353)"
New York,Tribeca Greenmarket Saturday,315 Greenwich St. at Chambers St,Greenwich St and Chambers St,New York,NY,10023,Siobahn Keys,2127887476,http://www.grownyc.org/greenmarket/manhattan/tribeca-sa,Saturday  8am-3pm,Year-round,YR,N,Y,N,Y,40.7163,-74.01097,"(40.7163, -74.01097)"
New York,Tribeca Greenmarket Wednesday,315 Greenwich St. at Chambers St,Greenwich St and Chambers St,New York,NY,10023,Siobahn Keys,2127887476,http://www.grownyc.org/greenmarket,Wednesday  8am-3pm,Year-Round,YR,N,Y,N,Y,40.71629,-74.01095,"(40.71629, -74.01095)"
New York,Tucker Square Saturday Greenmarket,125 Columbus Ave btwn W 65th & W 66th Sts.,Columbus and West 66th St,New York,NY,10023,Siobahn Keys,2127887476,http://www.grownyc.org/greenmarket/manhattan/tuckerthursday,Saturday  8am-5pm,Year-round,YR,N,Y,N,Y,40.77361,-73.98158,"(40.77361, -73.98158)"
New York,Tucker Square Thursday Greenmarket,125 Columbus Ave btwn W 65th & W 66th Sts.,Columbus and West 66th St,New York,NY,10023,Siobahn Keys,2127887476,http://www.grownyc.org/greenmarket,Thursday  8am-5pm,Year-round,YR,N,Y,N,Y,40.77362,-73.98156,"(40.77362, -73.98156)"
New York,Union Square Friday Greenmarket,"31 Union Square W, NW side of Park",Broadway and East 17th St,New York,NY,10003,Siobahn Keys,2127887476,https://www.grownyc.org/greenmarket,Friday  8am-6pm,Year-round,YR,N,Y,N,Y,40.73701,-73.99025,"(40.73701, -73.99025)"
New York,Union Square Monday Greenmarket,"31 Union Square W, NW side of Park",Broadway and East 17th St,New York,NY,10003,Siobahn Keys,2127887476,https://www.grownyc.org/greenmarket/manhattan-union-square-w,Monday  8am-6pm,Year-round,YR,N,Y,N,Y,40.73712,-73.99029,"(40.73712, -73.99029)"
New York,Union Square Saturday Greenmarket,"31 Union Square W , NW side of Park",Broadway and East 17th St,New York,NY,10003,Siobahn Keys,2127887476,https://www.grownyc.org/greenmarket,Saturday  8am-6pm,Year-round,YR,N,Y,N,Y,40.7371,-73.99032,"(40.7371, -73.99032)"
New York,Union Square Wednesday Greenmarkets,"31 Union Square W, NW side of Park",Broadway and East 17th St,New York,NY,10003,Siobahn Keys,2127887476,https://www.grownyc.org/greenmarket,Wednesday  8am-6pm,Year-round,YR,N,Y,N,Y,40.7371,-73.99032,"(40.7371, -73.99032)"
Niagara,Becken Farms Farm Stand,2585 Upper Mt. Rd Sanborn,2585 Upper Mt. Rd,Sanborn,NY,14132,Elaine Becken,7163164951,,Daily 9am-6pm,Year-round,YR,N,Y,N,Y,43.16823,-78.90518,"(43.16823, -78.90518)"
Niagara,Niagara Falls City Friday Market,19th St. & Pine Ave.,1800-1808 Pine Ave,Niagara Falls,NY,14301,Victor Muto,7167540798,https://www.niagarafallsusa.com/directory/niagara-falls-city-market/,Friday  8am-3pm,Year-round,YR,N,N,N,Y,43.09513,-79.03972,"(43.09513, -79.03972)"
Niagara,Niagara Falls City Monday Market,19th St. & Pine Ave.,1800-1808 Pine Ave,Niagara Falls,NY,14301,Victor Muto,7167540798,,Monday  9am-3pm,Year-round,YR,N,N,N,Y,43.09513,-79.03972,"(43.09513, -79.03972)"
Niagara,Niagara Falls City Wednesday Market,19th St. & Pine Ave.,1800-1808 Pine Ave,Niagara Falls,NY,14301,Victor Muto,7167540798,,Wednesday  9am-3pm,Year-round,YR,N,N,N,Y,43.09513,-79.03972,"(43.09513, -79.03972)"
Niagara,North Tonawanda City Sat Farmers' Market,Robinson Rd. & Payne Ave.,310 Robinson Road,North Tonawanda,NY,14120,Donna Braun,7166958555,,Sat 7am-1pm,Year-round,YR,Y,Y,N,Y,43.03377,-78.87021,"(43.03377, -78.87021)"
Niagara,North Tonawanda City Thurs Farmers' Market,Robinson Rd. & Payne Ave.,310 Robinson Road,North Tonawanda,NY,14120,Donna Braun,7166958555,,Thursday  7am-1pm,Year-round,YR,Y,Y,N,Y,43.03377,-78.87021,"(43.03377, -78.87021)"
Niagara,North Tonawanda City Tue Farmers' Market,Robinson Rd. & Payne Ave.,310 Robinson Road,North Tonawanda,NY,14120,Donna Braun,7166958555,,Tuesday 7am-1pm,Year-round,YR,Y,Y,N,Y,43.03377,-78.87021,"(43.03377, -78.87021)"
Niagara,Schwab Farm Stand,9035 Rochester Rd. Gasport,9035 Rochester Rd,Gasport,NY,14067,Sharon Brent,7165600853,http://www.schwabsfarm.com,"Mon-Fri  8am-7pm, Sat/Sun  9am-5pm",Year-round,YR,N,Y,N,Y,43.20425,-78.52308,"(43.20425, -78.52308)"
Oneida,Oneida County Public Market,"REA Wing Union Station, 321 Main St. Utica",321 Main Street,Utica,NY,13501,Elizabeth Irons,3157983639,http://www.oneidacountymarket.com,Sat 9am-1pm,May 21-October 29,P/M,Y,Y,N,Y,43.10393,-75.2239,"(43.10393, -75.2239)"
Oneida,Oneida County WINTER Public Market,"Inside Main Lobby Union Station, 321 Main Street Downtown Utica",321 Main Street,Utica,NY,13501,Elizabeth Irons,3157983639,http://www.oneidacountymarket.com,Alt Saturdays  9am-1pm,"November 5 - April 22, 2023",M/X/W/P,N,Y,N,Y,43.10393,-75.2239,"(43.10393, -75.2239)"
Oneida,Wagner Farms Farm Stand,5841 Old Oneida Rd. Rome,5841 Old Oneida Rd,Rome,NY,13440,Ronald Wagner,3153395182,http://wagnerfarmsny.com,Daily  10am-6pm,Year-round,YR,N,N,N,Y,43.1805,-75.50086,"(43.1805, -75.50086)"
Onondaga,Bayberry Plaza Farmers' Market,Kinney lot 7608 Oswego Rd.  Liverpool,7608 Oswego Rd,Liverpool,NY,13090,Kathy Parrotta,3156521463,http://www.bayberryplaza.com,Wed 8am-2pm,May 1-October 31,P/M,Y,N,N,Y,43.13779,-76.22602,"(43.13779, -76.22602)"
Onondaga,Central NY Saturday Regional Market Authority,2100 Park St. Syracuse,2100 Park Street,Syracuse,NY,13208,Rachael Ristau,3154228647,http://www.cnyrma.com,Sat 7am-2pm,Year-round,YR,Y,Y,Y,Y,43.07269,-76.16835,"(43.07269, -76.16835)"
Onondaga,Central NY Sunday Regional Market Authority,2100 Park St. Syracuse,2100 Park Street,Syracuse,NY,13208,Rachael Ristau,3154228647,http://www.cnyrma.com,Sun 7am-2pm,Year-round,YR,Y,Y,Y,Y,43.07269,-76.16835,"(43.07269, -76.16835)"
Onondaga,Central NY Thursday Regional Market Authority,2100 Park St. Syracuse,2100 Park Street,Syracuse,NY,13208,Rachael Ristau,3154228647,http://www.cnyrma.com,Thu 7am-2pm,Year-round,YR,Y,Y,Y,Y,43.07269,-76.16835,"(43.07269, -76.16835)"
Onondaga,Fayetteville Farmers' Market,Fayetteville Town Ctr 504 Burdick St.,504 Burdick Street,Fayetteville,NY,13066,Lacey Cashman,3013351434,http://www.fayettevillefarmersmarketcny.com,Thur 12pm-6pm,Year-round,YR,N,N,N,Y,43.02764,-76.01608,"(43.02764, -76.01608)"
Onondaga,Skaeneateles Farmer's Market-Saturday,1 East Austin St. Austin Park Pavilion,1 East Austin Street,Pavilion,NY,13152,Kimberly Kelly,3156851949,https://www.townofskaneateles.com,Sat 9:30am-12:30pm,May 26-October 13,P/M,Y,Y,N,Y,42.95091,-76.43045,"(42.95091, -76.43045)"
Onondaga,Skaneateles Farmers' Market-Thursday,1 East Austin St. Austin Park Pavilion,One E. Austin St,Skaneateles,NY,13152,Kimberly Kelly,3156851949,http://www.townofskaneateles.com,Thu 3pm-6:30pm,May 26-October 13,P/M,Y,Y,N,Y,42.95089,-76.4309,"(42.95089, -76.4309)"
Ontario,Outback Farm Farm Market,2135 County Rd. 8 Canandaigua,2135 County Rd 8,Canandaigua,NY,14424,Marlin & Leann Sensenig,7175870079,http://www.outbackfarmmarket.com,"Mon-Fri  8am-8pm, Saturday  8am-5pm",Year-round,YR,N,N,N,Y,42.92848,-77.30929,"(42.92848, -77.30929)"
Orange,Goshen Farmers' Market,"Goshen Village Square , 255 Main St.",Main St and Church St,Goshen,NY,10924,Kristen O'Donnell,8452947741,http://www.goshennychamber.com,Fri 9am-3:30pm,May 20-October 28,P/M,Y,N,N,Y,41.40219,-74.32408,"(41.40219, -74.32408)"
Orange,Kirby Farm Hemlock Grove Farm Stand,25 Kinne Lane Middletown,25 Kinne Lane,Middletown,NY,10940,Charles F. Kirby,8453552718,,Daily  8am-6pm,Year-round,YR,N,N,N,Y,41.40479,-74.50332,"(41.40479, -74.50332)"
Orange,Newburgh Farmers Market,"107 Broadway , (Inside Lobby Winter)",95-107 Broadway,Newburgh,NY,12550,Sember Weinman,8452314424,http://www.newburghnyfarmersmarket.org,Saturday  10am-2pm,"June 12-April 30, 2022",M/X/W/P,N,Y,N,Y,41.49992,-74.0112,"(41.49992, -74.0112)"
Orange,Soons Orchards Farm Stand,23 Soons Circle  New Hampton,23 Soons Circle,New Hampton,NY,10958,Darcy Whyte,8453745471,http://www.soonsorchards.com,Daily 9am-6pm,Year-round,YR,Y,N,N,Y,41.40258,-74.40356,"(41.40258, -74.40356)"
